#,BRAND,PRODUCT NAME,CATEGORY,RETAIL PRICE (ZAR),SA MARKET PRICE (ZAR),SOURCE PRICE (USD),MAX LANDED COST (ZAR),MARGIN TIER,TARGET GM%,PRICING NOTE,SOURCE URL,DESCRIPTION,INGREDIENTS
532,KUMANOYUSHI,KUMANOYUSHI Horse Oil Shampoo (600ml),Shampoo,R495.96,—,$12.00,R173.59,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kumanoyushi-horse-oil-shampoo-600ml,The Skin Boutique Curates: KUMANOYUSHI Horse Oil Shampoo (600ml) A natural oil shampoo that hydrates and improves hair and scalp quality Authentically sourced and independently curated by The Skin Bou,"Water, Glycerin (Check packaging for full details)"
533,Shiseido Ma Cherie,Shiseido Ma Cherie Air Feel Shampoo (450ml),Shampoo,R413.30,—,$10.00,R144.66,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-ma-cherie-air-feel-shampoo-450ml,"The Skin Boutique Curates: Shiseido Ma Cherie Air Feel Shampoo (450ml) A moisturizing hair line suitable for oily, flat hair. Authentically sourced and independently curated by The Skin Boutique — you","Water, Glycerin (Check packaging for full details)"
534,Moist Diane,MOIST DIANE Perfect Beauty Extra Smooth & Straight Shampoo (450ml),Shampoo,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-beauty-extra-smooth-straight-shampoo-450ml,"The Skin Boutique Curates: MOIST DIANE Perfect Beauty Extra Smooth & Straight Shampoo (450ml) Manage unruly hair and achieve smooth, straight locks Authentically sourced and independently curated by T","Water, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Cocamide Methyl MEA, Tea-Cocoyl Glutamate, Propanediol, Terminalia Ferdinandiana Fruit Extract, Gamma Docosalactone, Quaternium-33, Dipro"
535,Shiseido Ma Cherie,Shiseido Ma Cherie Moisture Shampoo (450ml),Shampoo,R578.62,—,$14.00,R202.52,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-ma-cherie-moisture-shampoo-450ml,"The Skin Boutique Curates: Shiseido Ma Cherie Moisture Shampoo (450ml) A moisturizing and repairing hair line suitable for dry, unruly hair. Authentically sourced and independently curated by The Skin","Water, Glycerin (Check packaging for full details)"
536,Moist Diane,MOIST DIANE Perfect Beauty Extra Moist & Shine Shampoo (450ml),Shampoo,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-beauty-extra-moist-shine-shampoo-450ml-1,"The Skin Boutique Curates: MOIST DIANE Perfect Beauty Extra Moist & Shine Shampoo (450ml) A moisturizing shampoo that cleanses and leaves hair smooth, hydrated, and glossy. Authentically sourced and i","Water, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Cocamide Methyl Mea, Tea-Cocyl Glutamate, Propanediol, Terminalia Ferdinandiana Fruit Extract, Microcitrus Australasica Fruit Extract, Ga"
537,Moist Diane,MOIST DIANE Perfect Beauty Extra Vital Shampoo (450ml),Shampoo,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-beauty-extra-vital-shampoo-450ml,The Skin Boutique Curates: MOIST DIANE Perfect Beauty Extra Vital Shampoo (450ml) A superior combination of scalp revitalizing properties and oils. Authentically sourced and independently curated by T,"Water, Sodium C14-16 Olefin Sulfate, Cocamidopropyl Betaine, Cocamide Methyl Mea, Tea-Cocoyl Glutamate, Camellia Sinensis Seed Oil, Propanediol, Gamma-Docosalactone, Quaternium-33, Dipropylene Glycol,"
538,Moist Diane,MOIST DIANE Perfect Extra Damage Repair Shampoo (450ml),Shampoo,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-extra-damage-repair-shampoo-450ml,The Skin Boutique Curates: MOIST DIANE Perfect Extra Damage Repair Shampoo (450ml) Target and reverse hair damaged by heat and chemicals. Authentically sourced and independently curated by The Skin Bo,"Water, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Cocamide Methyl MEA, Tea-Cocoyl Glutamate, Steardimonium Hydroxypropyl Hydrolyzed Keratin, Propanediol, Gamma-Docosalactone, Quaternium-3"
539,KUMANOYUSHI,KUMANOYUSHI Horse Oil Non Silicone Rinse In Shampoo (600ml),Shampoo,R495.96,—,$12.00,R173.59,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kumanoyushi-horse-oil-non-silicone-rinse-in-shampoo-600ml,"The Skin Boutique Curates: KUMANOYUSHI Horse Oil Non Silicone Rinse In Shampoo (600ml) A gentle, silicone-free shampoo with a variety of moisturizing oils. Authentically sourced and independently cura","Water, Glycerin (Check packaging for full details)"
540,Shiseido Fino,Shiseido Fino Premium Touch Moist Shampoo (550ml),Shampoo,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-fino-premium-touch-moist-shampoo-550ml,"The Skin Boutique Curates: Shiseido Fino Premium Touch Moist Shampoo (550ml) Strengthen, nourish and restore damaged hair. Authentically sourced and independently curated by The Skin Boutique — your t","Water, Glycerin (Check packaging for full details)"
541,&honey,&honey Melty Moist Repair Shampoo 1.0 (440ml),Shampoo,R785.27,—,$19.00,R274.84,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/honey-melty-moist-repair-shampoo-1-0-440ml,The Skin Boutique Curates: &honey Melty Moist Repair Shampoo 1.0 (440ml) A bestselling Japanese shampoo that is specially made for hair repair and moisture sustaining. Contains a blend of 3 types of h,"Water, Glycerin (Check packaging for full details)"
542,Purito,PURITO Luminous Ceramide Sleeping Pack (100ml),Sleep Mask,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purito-dermide-cica-barrier-sleeping-pack-80ml,The Skin Boutique Curates: PURITO Luminous Ceramide Sleeping Pack (100ml) This sleeping pack helps to soothe the skin exhausted from damaging UV rays and other environmental stressors overnight. It is,"Water, Glycerin (Check packaging for full details)"
543,Haruharu Wonder,Haruharu Wonder Black Rice Hyaluronic Toner for Sensitive Skin,Toner,R149.00,R99,$17.00,R52.15,Tier C (Long-tail),65%,"Was ~R413, SA market R99.",https://kiyoko.com/products/haruharu-wonder-black-rice-hyaluronic-toner-for-sensitive-skin-150ml-300ml,The Skin Boutique Curates: Haruharu Wonder Black Rice Hyaluronic Toner for Sensitive Skin A hydrating toner formulated with fermented black rice to also provide a boost of antioxidants to the skin. Au,"Water, Glycerin (Check packaging for full details)"
544,Haruharu Wonder,Haruharu Wonder Black Rice Hyaluronic Toner (150ml),Toner,R149.00,R99,$15.00,R52.15,Tier C (Long-tail),65%,"Was ~R413, SA market R99.",https://kiyoko.com/products/haruharu-wonder-black-rice-hyaluronic-toner-150ml-1,The Skin Boutique Curates: Haruharu Wonder Black Rice Hyaluronic Toner (150ml) A hydrating toner formulated with fermented black rice to also provide a boost of antioxidants to the skin. Authentically,"Water, Glycerin (Check packaging for full details)"
545,ANUA,ANUA Airy Sun Cream SPF 50+ PA++++ (50ml),Sunscreen,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/anua-airy-sun-cream-spf-50-pa,The Skin Boutique Curates: ANUA Airy Sun Cream SPF 50+ PA++++ (50ml) A physical UV filter that provides maximum protection against UVA and UVB rays Authentically sourced and independently curated by T,"Water, Glycerin (Check packaging for full details)"
546,Purito,PURITO Wonder Releaf Centella Mini Kit Unscented (3 PCs),Travel Set,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purito-wonder-releaf-centella-mini-kit-unscented-3-pcs,The Skin Boutique Curates: PURITO Wonder Releaf Centella Mini Kit Unscented (3 PCs) Mini set of Purito's most popular products for rapid soothing and renewal Authentically sourced and independently cu,"Wonder Releaf Centella Toner Unscented: Water, Butylene Glycol, Pentylene Glycol, Dipropylene Glycol, 1,2-Hexanediol, Centella Asiatica Extract(6,000ppm), Sodium Hyaluronate, Panthenol, Madecassoside,"
547,Biodance,Biodance Rejuvenating Caviar PDRN Real Deep Mask,Sleep Mask,R179.00,R139,$7.00,R62.65,Tier C (Long-tail),65%,"Was ~R413, SA market R139.",https://kiyoko.com/products/biodance-rejuvenating-caviar-pdrn-real-deep-mask-4pcs,The Skin Boutique Curates: Biodance Rejuvenating Caviar PDRN Real Deep Mask Experience the best of K-Beauty with Biodance Rejuvenating Caviar PDRN Real Deep Mask by Biodance — a premium formula crafte,"Water, Glycerin (Full ingredients list under review)"
548,Mediheal,MEDIHEAL Labocare Pantenolips (10ml),Lip Care,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/mediheal-labocare-pantenolips-10ml,The Skin Boutique Curates: MEDIHEAL Labocare Pantenolips (10ml) A non-sticky gel lip essence that hydrates and soothes rough lips with natural ingredients. Authentically sourced and independently cura,"Water, Glycerin (Check packaging for full details)"
549,Abib,Abib Collagen Eye Patch Jericho Rose Jelly (30 Pairs / 60 pcs),Eye Patch,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/abib-collagen-eye-patch-jericho-rose-jelly-30-pairs-60-pcs,The Skin Boutique Curates: Abib Collagen Eye Patch Jericho Rose Jelly (30 Pairs / 60 pcs) Hydrogel eye patches for bright and revitalized undereyes Authentically sourced and independently curated by T,"Water, Glycerin (Check packaging for full details)"
550,COSRX,COSRX Advanced Snail Hydrogel Eye Patch (30 Pairs),Eye Masks,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/cosrx-advanced-snail-hydrogel-eye-patch-30-pairs-60-pcs,"The Skin Boutique Curates: COSRX Advanced Snail Hydrogel Eye Patch (30 Pairs) Hydrogel patches infused with snail secretion filtrate and niacinamide to visibly hydrate, plump, and brighten the under-e","Water, Glycerin (Check packaging for full details)"
551,Medicube,Medicube Zero Pore Pads 2.0,Toner Pads,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medicube-zero-pore-pads-2-0-70pcs,"The Skin Boutique Curates: Medicube Zero Pore Pads 2.0 Say goodbye to enlarged pores, greasy skin, and pesky blackheads and whiteheads Authentically sourced and independently curated by The Skin Bouti","Water, Methylpropanediol, Trometamin, Lactic Acid, Alcohol Denat., 1,2-Hexanediol, Panthenol, Glycereth-26, Salicylic Acid, Ammonium Acryloyldimethyltaurate/VP, Copolymer, Betaine, Trehalose, Polyglyc"
552,Dr. Althea,Dr.Althea Pure Grinding Cleansing Balm (50ml),Cleansing Balm,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dr-althea-pure-grinding-cleansing-balm-50ml,The Skin Boutique Curates: Dr.Althea Pure Grinding Cleansing Balm (50ml) Effective cleansing balm in a convenient and hygienic dispenser Authentically sourced and independently curated by The Skin Bou,"Water, Glycerin (Check packaging for full details)"
553,&honey,&honey Herb Smooth Treatment (440ml),Conditioner,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/honey-herb-smooth-treatment-440ml,"The Skin Boutique Curates: &honey Herb Smooth Treatment (440ml) A treatment enriched with organic honey , botanical herbs , and other natural extracts Authentically sourced and independently curated b","Water, Cetearyl Alcohol, Behentrimonium Chloride , Glycerin, Dimethiconol, Ethylhexyl Palmitate, Rosmarinus O cinalis (Rosemary) Leaf Oil , Rosmarinus O cinalis (Rosemary) Leaf Extract, Chamomilla Rec"
554,Curél,Curél Conditioner Pump (420ml),Conditioner,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/curel-conditioner-pump-420ml-1,The Skin Boutique Curates: Curél Conditioner Pump (420ml) Mild conditioner to soothe and protect the scalp's moisture barrier. Authentically sourced and independently curated by The Skin Boutique — yo,"Water, Glycerin (Check packaging for full details)"
555,&honey,&honey Milky Precious EX Repair Treatment (500ml),Conditioner,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/honey-milky-precious-ex-repair-treatment-2-0-500ml,The Skin Boutique Curates: &honey Milky Precious EX Repair Treatment (500ml) Highest level of moisture and damage care from the &amp;honey line. Authentically sourced and independently curated by The ,"Water, Cetearyl alcohol, Dimethicone, Behentrimonium chloride, Ethylhexyl palmitate, Hydrogenated palm oil, Amodimethicone, Honey, Hydrolysed keratin (wool), Hydrolysed milk protein, Honey water, Roya"
556,FREE MOMENT,FREE MOMENT Refresh Moment Perfume Treatment (150ml),Conditioner,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/free-moment-refresh-moment-perfume-treatment-150ml,The Skin Boutique Curates: FREE MOMENT Refresh Moment Perfume Treatment (150ml) Formulated with natural oils that infuse moisture and nourishment to the hair to keep the hair soft and silky Authentica,"Water, Glycerin,Cetyl Alcohol, Dimethicone, Behentrimonium Chloride, Butylene Glycol, Stearyl Alcohol, Chamaecyparis Obtusa Water, Stearamidopropyl Dimethylamine, Fragrance, Alcohol Denat., Behentrimo"
557,Medicube,Medicube One Day Exosome Shot Pore Ampoule 25000 (13ml),Ampoule,R702.61,—,$17.00,R245.91,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medicube-one-day-exosome-shot-pore-ampoule-25000-13ml,The Skin Boutique Curates: Medicube One Day Exosome Shot Pore Ampoule 25000 (13ml) A powerful serum containing 25000PPM exosomes offering high-end pore care Authentically sourced and independently cur,"Water, Glycereth-26, Dipropylene Glycol, Butylene Glycol, Caprylic/Capric Triglyceride, Niacinamide, Calcium aluminum borosilicate, Hydrolyzed Sponge, Sodium Acrylate/Sodium Acryloyldimethyl Taurate C"
558,Skin1004,SKIN1004 Madagascar Centella Niacinamide 10 Boosting Shot Ampoule (30ml),Ampoule,R661.28,—,$16.00,R231.45,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/skin1004-madagascar-centella-niacinamide-10-boosting-shot-ampoule-30ml,The Skin Boutique Curates: SKIN1004 Madagascar Centella Niacinamide 10 Boosting Shot Ampoule (30ml) Daily Toning Ampoule for Radiance Boost and Targeted Pore Care Authentically sourced and independent,"Water, Butylene Glycol, Niacinamide, 1,2-Hexanediol, Ascorbyl Glucoside, Propanediol, Carbomer, Methylpropanediol, Tromethamine, Xanthan Gum, Tranexamic Acid, Centella Asiatica Extract, Polyglutamic A"
559,Skin1004,SKIN1004 Madagascar Centella Retinol 0.2 Boosting Shot Ampoule (30ml),Ampoule,R743.94,—,$18.00,R260.38,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/skin1004-madagascar-centella-retinol-0-2-boosting-shot-ampoule-30ml,The Skin Boutique Curates: SKIN1004 Madagascar Centella Retinol 0.2 Boosting Shot Ampoule (30ml) Elasticity and Barrier Solution Firming Elasticity Ampoule Authentically sourced and independently cura,"Water, Glycerin, 1,2-Hexanediol, Cetearyl Olivate, Squalane, Sorbitan Olivate, Carbomer, Retinol, Caprylic/Capric Triglyceride, Hippophae Rhamnoides Fruit Extract, Tromethamine, Phaseolus Radiatus See"
560,Eqqualberry,Eqqualberry Swimming Pool Ampoule (50ml),Ampoule,R785.27,—,$19.00,R274.84,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/eqqualberry-swimming-pool-ampoule-50ml,The Skin Boutique Curates: Eqqualberry Swimming Pool Ampoule (50ml) An ampoule that uses innovative multi-layering hydration technology to soothe and quench dryness Authentically sourced and independe,"Water, Glycerin (Check packaging for full details)"
561,ITS Skin,ITS SKIN Power 10 Formula GF Effector Soak Up Helper (30ml),Ampoule,R454.63,—,$11.00,R159.12,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/its-skin-power-10-formula-gf-effector-soak-up-helper-30ml,The Skin Boutique Curates: ITS SKIN Power 10 Formula GF Effector Soak Up Helper (30ml) Light and hydrating essence for moist skin Authentically sourced and independently curated by The Skin Boutique —,"Water, Glycerin (Check packaging for full details)"
562,Skin1004,SKIN1004 Madagascar Centella Ampoule,Ampoule,R359.00,R329,$15.00,R125.65,Tier C (Long-tail),65%,Close match.,https://kiyoko.com/products/skin1004-madagascar-centella-ampoule-55ml-100ml,The Skin Boutique Curates: SKIN1004 Madagascar Centella Ampoule A soothing ampoule that helps calm and restore imbalance in the skin caused by harsh environments. Authentically sourced and independent,"Water, Glycerin (Check packaging for full details)"
563,Skin1004,SKIN1004 Centella Probio Cica Intensive Ampoule,Ampoule,R578.62,—,$14.00,R202.52,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/skin1004-centella-probio-cica-intensive-ampoule-50ml-95ml,"The Skin Boutique Curates: SKIN1004 Centella Probio Cica Intensive Ampoule A lightweight but highly concentrated ampoule with fermented cica extract that hydrates, plumps, and strengthens the skin's b","Centella Asiatica Extract, Butylene Glycol, Glycerin, Water, Propanediol, Caprylic/ Capric Triglyceride, Niacinamide, Lactobacillus/Centella Asiatica Extract Ferment Filtrate, 1,2-Hexa-nediol, Dipropy"
