#,BRAND,PRODUCT NAME,CATEGORY,RETAIL PRICE (ZAR),SA MARKET PRICE (ZAR),SOURCE PRICE (USD),MAX LANDED COST (ZAR),MARGIN TIER,TARGET GM%,PRICING NOTE,SOURCE URL,DESCRIPTION,INGREDIENTS
931,Dr. Melaxin,Dr.Melaxin Peel Shot Exfoliating White Rice Ampoule (80ml),Ampoule,R1281.22,—,$31.00,R448.43,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dr-melaxin-peel-shot-exfoliating-white-rice-ampoule-80ml,The Skin Boutique Curates: Dr.Melaxin Peel Shot Exfoliating White Rice Ampoule (80ml) An innovative formula that is designed to gently remove dead skin cells Authentically sourced and independently cu,"Aqua, Oryza Sativa (Rice) Bran Water, Dipropylene Glycol, Tripropylene Glycol, Cellulose, Propanediol, Butylene Glycol, 1,2-Hexanediol, Carbomer, Steartrimonium Methosulfate, Glycerin, Saccharide Isom"
932,&honey,&honey Melty Moist Shine Hair Oil 3.0 (100ml),Hair Oil,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/honey-melty-moist-shine-hair-oil-3-0-100ml,"The Skin Boutique Curates: &honey Melty Moist Shine Hair Oil 3.0 (100ml) A deep hydrating, moisture-sustaining hair care with a luxurious blend of honey! Authentically sourced and independently curate","Honey, Argan oil, hyaluronic acid, and other nourishing elements."
933,JAYJUN,JAYJUN Eye Gel Patch (30 Pairs),Eye Masks,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/jayjun-eye-gel-patch-30-pairs-60-pcs,"The Skin Boutique Curates: JAYJUN Eye Gel Patch (30 Pairs) An innovative, water-soluble hydrogel eye patch created to decrease fine wrinkles, increase elasticity, and provide long-lasting hydration. A","Water, Glycerin (Check packaging for full details)"
934,Laka,LAKA Mono Eye Shadow (1.8g),Eye Shadow,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/laka-mono-eye-shadow-1-8g,The Skin Boutique Curates: LAKA Mono Eye Shadow (1.8g) A finely-milled powder eyeshadows designed for seamless blending Authentically sourced and independently curated by The Skin Boutique — your trus,"Water, Glycerin (Check packaging for full details)"
935,ISNTREE,ISNTREE Hyaluronic Acid Aqua Gel Cream (100ml),Gel,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/isntree-hyaluronic-acid-aqua-gel-cream-100ml,"The Skin Boutique Curates: ISNTREE Hyaluronic Acid Aqua Gel Cream (100ml) A light and moisturizing gel, suitable for oily and sensitive skin Authentically sourced and independently curated by The Skin","Water, Glycerin (Check packaging for full details)"
936,MEDI FLOWER,MEDI FLOWER Bonita Garden Hand Cream Set (75gx6),Hand Cream,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medi-flower-bonita-garden-hand-cream-set-75gx6,The Skin Boutique Curates: MEDI FLOWER Bonita Garden Hand Cream Set (75gx6) A premium hand cream set in a variety of captivating fragrances. Authentically sourced and independently curated by The Skin,"Water, Glycerin (Check packaging for full details)"
937,I'M FROM,I'M FROM Honey Mask (120g),Wash-off Face Mask,R1198.56,—,$29.00,R419.50,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/im-from-honey-mask-120g,The Skin Boutique Curates: I'M FROM Honey Mask (120g) A premium honey wash-off mask that is intensely moisturizing and nourishing. Authentically sourced and independently curated by The Skin Boutique ,"Honey, Caprylic/Capric Triglyceride, PEG-7 Glyceryl Cocoate, Disteardimonium Hectorite, Macadamia Integrifolia Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Pentylene Glycol, Microcrystalline Wax,"
938,Medicube,Medicube Zero Pore Blackhead Mud Mask (100g),Wash-off Face Mask,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medicube-zero-pore-blackhead-mud-mask-100g,The Skin Boutique Curates: Medicube Zero Pore Blackhead Mud Mask (100g) Discover the dual benefits of cooling and tightening encapsulated in a single product! Authentically sourced and independently c,"Water, Kaolin (CI 77004), Bentonite, Methylpropanediol, 1,2-Hexanediol, Sodium Hyaluronate, Chlorella Vulgaris Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Limon (Lemon) Peel Oil, C"
939,Romand,rom&nd Bare Water Cushion (20g),Cushion Foundation,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/rom-nd-bare-water-cushion-20g,The Skin Boutique Curates: rom&nd Bare Water Cushion (20g) The secret cushion to dewy and glowing skin! Authentically sourced and independently curated by The Skin Boutique — your trusted destination ,"Water, Glycerin (Check packaging for full details)"
940,Romand,rom&nd Nu Zero Cushion,Cushion Foundation,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/rom-nd-nu-zero-cushion-15g,"The Skin Boutique Curates: rom&nd Nu Zero Cushion A lightweight, buildable cushion foundation that's natural looking and long-lasting. Authentically sourced and independently curated by The Skin Bouti","Water, Glycerin (Check packaging for full details)"
941,TIRTIR,TIRTIR Mask Fit Red Cushion,Cushion Foundation,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/tirtir-mask-fit-red-cushion,"The Skin Boutique Curates: TIRTIR Mask Fit Red Cushion An award-winning, viral cushion foundation. Regular sizes and mini sizes available. Authentically sourced and independently curated by The Skin B","Water, Glycerin (Check packaging for full details)"
942,I'M FROM,I'M FROM Rice Mask (110g),Wash-off Face Mask,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/im-from-rice-mask-110g,"The Skin Boutique Curates: I'M FROM Rice Mask (110g) Brighten, smooth and soften your skin with this rice mask. Authentically sourced and independently curated by The Skin Boutique — your trusted dest","Water, Glycerin, Dipropylene Glycol, Oryza Sativa (Rice) Powder(41,000ppm), Cetearyl Ethylhexanoate, Oryza Sativa (Rice) Hull Powder(30,000ppm), 1,2-Hexanediol, Synthetic Beeswax, Synthetic Wax, Stear"
943,PUREDERM,PUREDERM Miracle Solution Micro Fill Under Eye Patch (1 Pair),Eye Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purederm-miracle-solution-micro-fill-under-eye-patch-1-pair,The Skin Boutique Curates: PUREDERM Miracle Solution Micro Fill Under Eye Patch (1 Pair) A needle-free solution for delivering hyaluronic acid deep into the under-eye skin. Authentically sourced and i,"Water, Glycerin (Check packaging for full details)"
944,FILLIMILLI,FILLIMILLI Mini Makeup Brush Set (5 PCs),Makeup Tools,R1115.90,—,$27.00,R390.56,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/fillimilli-mini-makeup-brush-set-5-pcs,The Skin Boutique Curates: FILLIMILLI Mini Makeup Brush Set (5 PCs) A 5-piece makeup brush set and matching storage bag. Authentically sourced and independently curated by The Skin Boutique — your tru,"Water, Glycerin (Check packaging for full details)"
945,KISSME,KISSME Heroine Make Long & Curl Mascara Advanced Film,Mascara,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kissme-heroine-make-long-curl-mascara-advanced-film,"The Skin Boutique Curates: KISSME Heroine Make Long & Curl Mascara Advanced Film A cult favourite volumizing, lengthening and curling mascara with long lasting power. Authentically sourced and indepen","Water, Glycerin (Check packaging for full details)"
946,KISSME,KISSME Heroine Make Volume & Curl Mascara (6g),Mascara,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kissme-heroine-make-volume-curl-mascara-6g,"The Skin Boutique Curates: KISSME Heroine Make Volume & Curl Mascara (6g) KissMe's bestselling mascara! A curl locking, smudge-free and long-lasting super waterproof volumizing mascara. Authentically ","Water, Glycerin (Check packaging for full details)"
947,The SAEM,The SAEM Jeju Fresh Soothing Aloe Gel 99% (300ml),Gel,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/the-saem-jeju-fresh-soothing-aloe-gel-99-300ml,"The Skin Boutique Curates: The SAEM Jeju Fresh Soothing Aloe Gel 99% (300ml) A multi-purpose gel containing 99% aloe vera leaf juice from Jeju Island. Can be used to moisturize, repair, or relieve irr","Water, Glycerin (Check packaging for full details)"
948,JUDYDOLL,JUDYDOLL Eyebrow Mascara (2.5g),Eyebrow,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/judydoll-waterproof-long-lasting-brow-gel-2-5g,"The Skin Boutique Curates: JUDYDOLL Eyebrow Mascara (2.5g) JUDYDOLL Eyebrow Mascara is one of the brand's standout products. It not only helps to naturally and sharply define eyebrows, but also keeps ","Water, Glycerin (Check packaging for full details)"
949,JUDYDOLL,JUDYDOLL Duo Eyebrow Pencil,Eyebrow,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/judydoll-3d-dual-ended-brow-pencil,"The Skin Boutique Curates: JUDYDOLL Duo Eyebrow Pencil JUDYDOLL 3D Dual Eyebrow Pencil is an eyebrow pencil with a gel pencil and a mascara-like tip, helping to create perfectly brow shape. This innov","Water, Glycerin (Check packaging for full details)"
950,JMELLA,JMELLA In France Favorite Perfume Hand Cream (50ml),Hand Cream,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/jmella-in-france-favorite-perfume-hand-cream-50ml,The Skin Boutique Curates: JMELLA In France Favorite Perfume Hand Cream (50ml) A fragrant yet hydrating hand cream to deeply hydrate and prevent aging. Authentically sourced and independently curated ,"Water, Glycerin (Check packaging for full details)"
951,KUNDAL,KUNDAL Macadamia Hair Serum (100ml),Hair Serum,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kundal-macadamia-hair-serum-100ml,The Skin Boutique Curates: KUNDAL Macadamia Hair Serum (100ml) A concentrated premium essential oil hair serum infused with natural extracts. Authentically sourced and independently curated by The Ski,"Water, Glycerin (Check packaging for full details)"
952,OFF & RELAX,OFF & RELAX SPA Hair Mask (150g),Hair Mask,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/off-relax-spa-hair-mask-150g,The Skin Boutique Curates: OFF & RELAX SPA Hair Mask (150g) A Japanese hair mask developed with a focus on beautiful hair through caring for the scalp and hair. Authentically sourced and independently,"Water, Glycerin (Check packaging for full details)"
953,So Natural,So Natural Oil Cut Hair Dry Powder (20g),Dry Shampoo,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/so-natural-oil-cut-hair-dry-powder-20g,The Skin Boutique Curates: So Natural Oil Cut Hair Dry Powder (20g) A sebum absorbing hair powder that instantly eliminates oiliness and add volume to flat and greasy hair Authentically sourced and in,"Water, Glycerin (Check packaging for full details)"
954,Skin1004,SKIN1004 Madagascar Centella Ampoule Kit (4 PCs),Skincare Set,R359.00,R329,$31.00,R125.65,Tier C (Long-tail),65%,Close match.,https://kiyoko.com/products/skin1004-madagascar-centella-ampoule-kit-4-pcs,The Skin Boutique Curates: SKIN1004 Madagascar Centella Ampoule Kit (4 PCs) A mini sampler set of the Skin1004 top-selling ampoules! Authentically sourced and independently curated by The Skin Boutiqu,"Water, Glycerin (Check packaging for full details)"
955,Moist Diane,MOIST DIANE Perfect Beauty Dry Shampoo (95g) - Fresh Citrus & Pear,Dry Shampoo,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-beauty-dry-shampoo-95g-fresh-citrus-pear-1,The Skin Boutique Curates: MOIST DIANE Perfect Beauty Dry Shampoo (95g) - Fresh Citrus & Pear A powder type dry shampoo that revives your hairstyle in just 3 seconds. Authentically sourced and indepen,"Alcohol, Aluminum Starch Octenylsuccinate, Propylene Glycol, Silica,Isopropyl Myristate, Menthol, Fragrance, Argania Spinosa Kernel Oil, Pouteria Sapota Seed Oil, Mangifera Indica (Mango) Seed Oil, Bu"
956,Moist Diane,MOIST DIANE Perfect Beauty Dry Shampoo (95g) - Grapefruit & Mint,Dry Shampoo,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-beauty-dry-shampoo-95g-grapefruit-mint,The Skin Boutique Curates: MOIST DIANE Perfect Beauty Dry Shampoo (95g) - Grapefruit & Mint A powder type dry shampoo that revives your hairstyle in just 3 seconds. Authentically sourced and independe,"Ethanol, Aluminum Starch Octenylsuccinate, Propylene Glycol, Isopropyl Myristate, Menthol, Jojoba Seed Oil, Epilobium Angustifolium Flower/Leaf/Stem Extract, O-Cymen-5-Ol, Salicylic Acid, Salvia Offic"
957,Moist Diane,MOIST DIANE Perfect Beauty Dry Shampoo (95g) - Fresh Mango & Musk,Dry Shampoo,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-beauty-dry-shampoo-95g-fresh-mango-musk,The Skin Boutique Curates: MOIST DIANE Perfect Beauty Dry Shampoo (95g) - Fresh Mango & Musk A powder type dry shampoo that revives your hairstyle in just 3 seconds. Authentically sourced and independ,"Ethanol, Aluminum Starch Octenylsuccinate, Propylene Glycol, Isopropyl Myristate, Menthol, Jojoba Seed Oil, Epilobium Angustifolium Flower/Leaf/Stem Extract, O-Cymen-5-Ol, Salicylic Acid, Salvia Offic"
958,Skin1004,SKIN1004 Tea Trica Spot Cover Patch (22pcs),Acne Treatments & Kits,R247.98,—,$6.00,R86.79,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/skin1004-tea-trica-spot-cover-patch-22pcs,The Skin Boutique Curates: SKIN1004 Tea Trica Spot Cover Patch (22pcs) An effective hydrocolloid patch to protect and promote healing of acne. Authentically sourced and independently curated by The Sk,"Water, Glycerin (Check packaging for full details)"
959,KISSME,KISSME Heroine Make Prime Liquid Eyeliner Rich Keep,Liquid Eyeliner,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kissme-heroine-make-prime-liquid-eyeliner-rich-keep,The Skin Boutique Curates: KISSME Heroine Make Prime Liquid Eyeliner Rich Keep A bestselling waterproof Japanese eyeliner that keeps eyes looking defined and bright all day. Authentically sourced and ,"Water, Glycerin (Check packaging for full details)"
960,Hada Labo,Hada-Labo Gokujyun Premium Hydrating Lotion (170ml),Lotion,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/hada-labo-gokujyun-premium-hydrating-lotion-170ml,The Skin Boutique Curates: Hada-Labo Gokujyun Premium Hydrating Lotion (170ml) Premium hydrating toner with thicker gel-like texture to deeply hydrate skin Authentically sourced and independently cura,"Water, Glycerin (Check packaging for full details)"
961,FarmStay,FarmStay Essential Hand Mask (1 pair),Hand Mask,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/farmstay-essential-hand-mask-1-pair,The Skin Boutique Curates: FarmStay Essential Hand Mask (1 pair) Experience the best of K-Beauty with FarmStay Essential Hand Mask (1 pair) by FarmStay — a premium formula crafted to transform your sk,"Water, Glycerin (Full ingredients list under review)"
962,LANEIGE,LANEIGE Bouncy & Firm Sleeping Mask (60ml),Sleep Mask,R1157.23,—,$28.00,R405.03,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/laneige-bouncy-firm-sleeping-mask-60ml,"The Skin Boutique Curates: LANEIGE Bouncy & Firm Sleeping Mask (60ml) Get glowy, bouncy-looking skin while you sleep! Authentically sourced and independently curated by The Skin Boutique — your truste","Water, Glycerin (Check packaging for full details)"
963,Sungboon Editor,Sungboon Editor Deep Collagen Cica Teatree Soothing Mask (4 PCs),Sleep Mask,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/sungboon-editor-deep-collagen-cica-teatree-soothing-mask-4-pcs,The Skin Boutique Curates: Sungboon Editor Deep Collagen Cica Teatree Soothing Mask (4 PCs) An effective jelly-type mask pack that intensely soothes skin Authentically sourced and independently curate,"Water, Glycerin, Dipropylene Glycol, Caprylic/Capric Triglyceride, Methylpropanediol, Niacinamide, 1,2-Hexanediol, Centella Asiatica Leaf Water, Ceratonia Siliqua (Carob) Gum, Chondrus Crispus Powder,"
964,Sungboon Editor,Sungboon Editor Deep Collagen Niacin-Vita C Brightening Mask (4 PCs),Sleep Mask,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/sungboon-editor-deep-collagen-niacin-vita-c-brightening-mask-4-pcs,The Skin Boutique Curates: Sungboon Editor Deep Collagen Niacin-Vita C Brightening Mask (4 PCs) An jelly mask rich in collagen and brightening ingredients. Authentically sourced and independently cura,"Water, Glycerin, Dipropylene Glycol, Caprylic/Capric Triglyceride, Methylpropanediol, Niacinamide, 1,2-Hexanediol, Ceratonia Siliqua (Carob) Gum, Chondrus Crispus Powder, Chondrus Crispus, Betaine, Ce"
965,So Natural,So Natural Makeup Setting Spray Fixx (75ml),Setting Spray,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/so-natural-makeup-setting-spray-fixx-75ml,"The Skin Boutique Curates: So Natural Makeup Setting Spray Fixx (75ml) A lightweight, long-lasting, fine mist setting spray Authentically sourced and independently curated by The Skin Boutique — your ","Water, Glycerin (Check packaging for full details)"
966,Haruharu Wonder,Haruharu Wonder Black Rice Probiotics Barrier Essence (120ml),Essence,R179.00,R139,$27.00,R62.65,Tier C (Long-tail),65%,Repriced.,https://kiyoko.com/products/haruharu-wonder-black-rice-probiotics-barrier-essence-120ml,"The Skin Boutique Curates: Haruharu Wonder Black Rice Probiotics Barrier Essence (120ml) Black Rice Probiotic Barrier Essence is a creamy, milky essence packed full of nutrient rich ferments and barri","Water, Butylene Glycol, Helianthus Annuus (Sunflower) Seed Oil, Caprylic/Capric Triglyceride, Hydrogen-ated Polyisobutene, Limnanthes Alba (Meadowfoam) Seed Oil, Butylene Glycol Dicaprylate/Dicaprate,"
967,Sungboon Editor,Sungboon Editor Deep Collagen Anti-Wrinkle Lifting Mask (4 PCs),Sleep Mask,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/sungboon-editor-deep-collagen-anti-wrinkle-lifting-mask-4-pcs,The Skin Boutique Curates: Sungboon Editor Deep Collagen Anti-Wrinkle Lifting Mask (4 PCs) An effective jelly-type mask pack that seeps effective ingredients into the skin Authentically sourced and in,"Water, Glycerin, 1,2-Hexanediol, Collagen, Dipropylene Glycol, Niacinamide, Cetyl Ehylhexanoate, Hydroxyacetophenone, Caprylyl Glycol, Dipotassium Glycyrrhizate, Caprylic/Capric Triglyceride, Chondrus"
968,ISNTREE,ISNTREE Hyaluronic Acid Water Sleeping Mask (100ml),Sleep Mask,R950.58,—,$23.00,R332.70,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/isntree-hyaluronic-acid-water-sleeping-mask-100ml,The Skin Boutique Curates: ISNTREE Hyaluronic Acid Water Sleeping Mask (100ml) A refreshing jelly-like moisturizer that is made for sleep deprived skin Authentically sourced and independently curated ,"Water,Dipropylene Glycol,Methylpropanediol,Glycerin,Beta-Glucan,1,2-Hexanediol,Butylene Glycol,Polyquaternium-51,Sodium Hyaluronate,Centella Asiatica Extract,Ficus Carica (Fig) Fruit Extract,Dioscorea"
969,MIXSOON,MIXSOON Bean Essence,Essence,R1405.21,—,$34.00,R491.82,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/mixsoon-bean-essence-50ml-30ml,"The Skin Boutique Curates: MIXSOON Bean Essence The newest viral essence in Korea for smooth, revitalized skin! Authentically sourced and independently curated by The Skin Boutique — your trusted dest","Water, Propanediol, Glycerin, Lactobacillus/Soybean Ferment Extract, Lactobacillus/Punica Granatum (Pomegranate) Fruit Ferment Extract, Saccharomyces/Barley Seed Ferment Filtrate, Lactobacillus/Pear J"
970,LANEIGE,LANEIGE Water Sleeping Mask (70ml),Sleep Mask,R1157.23,—,$28.00,R405.03,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/laneige-water-sleeping-mask-70ml,The Skin Boutique Curates: LANEIGE Water Sleeping Mask (70ml) A bestselling overnight Water Sleeping Mask that is formulated with squalane and Probiotic-Derived Complex for hyper-hydrating results. Au,"Water, Glycerin (Check packaging for full details)"
971,LANEIGE,LANEIGE Cica Sleeping Mask (60ml),Sleep Mask,R1157.23,—,$28.00,R405.03,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/laneige-cica-sleeping-mask-60ml,"The Skin Boutique Curates: LANEIGE Cica Sleeping Mask (60ml) A hypoallergenic overnight mask that helps soothe stressed skin and strengthen skin’s moisture barrier for a healthier-looking, more hydrat","Water / Aqua / Eau, Propanediol, Cetyl Ethylhexanoate, Squalane, Hydrogenated Poly(C6-14 Olefin), Glycerin, Panthenol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Glyceryl Stearate Citrate, "
972,KAO,KAO Steam Pack for Shoulder (12pcs),Steam Mask,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kao-steam-pack-for-shoulder-12pcs,"The Skin Boutique Curates: KAO Steam Pack for Shoulder (12pcs) A 40-degree thermo patch, providing constant temperature for ultimate relaxation Authentically sourced and independently curated by The S","Polypropylene, Polyethylene Heating Element: Contains Iron Powder."
973,Medicube,Medicube PDRN Pink Glutathione Capsule Cleansing Foam (120g),Cleanser,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medicube-pdrn-pink-glutathione-capsule-cleansing-foam,The Skin Boutique Curates: Medicube PDRN Pink Glutathione Capsule Cleansing Foam (120g) Medicube PDRN Pink Glutathione Capsule Cleansing Foam deeply cleanses pores while maintaining comfort and hydrat,"Water, Glycerin (Check packaging for full details)"
974,Tocobo,TOCOBO Cotton Soft Sun Stick SPF50+ PA++++ (19g),Sunscreen,R950.58,—,$23.00,R332.70,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/tocobo-cotton-soft-sun-stick-spf50-pa-19g,"The Skin Boutique Curates: TOCOBO Cotton Soft Sun Stick SPF50+ PA++++ (19g) Tocobo Sun Stick with cotton extract for a soft, non-sticky finish. Authentically sourced and independently curated by The S","Synthetic Wax, Dibutyl Adipate, Butylene Glycol Dicaprylate/Dicaprate, Octocrylene, Methyl Methacrylate Crosspolymer, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Ethylhexyl Methoxycinnama"
975,Skin1004,SKIN1004 Madagascar Centella Air Fit Suncream Light SPF30 PA++++ (50ml),Sunscreen,R950.58,—,$23.00,R332.70,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/skin1004-madagascar-centella-air-fit-suncream-light-spf30-pa-50ml-1,The Skin Boutique Curates: SKIN1004 Madagascar Centella Air Fit Suncream Light SPF30 PA++++ (50ml) Soothing UV protection for sensitive skin. Authentically sourced and independently curated by The Ski,"Water, Glycerin (Check packaging for full details)"
976,So Natural,So Natural Hair Line Cover Cushion (2.5g),Hair Cushion,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/so-natural-hair-line-cover-cushion-2-5g,The Skin Boutique Curates: So Natural Hair Line Cover Cushion (2.5g) A tinted hairline cushion that helps blur in the hairline Authentically sourced and independently curated by The Skin Boutique — yo,"Water, Glycerin (Check packaging for full details)"
977,Shiseido Tsubaki,Shiseido Tsubaki Premium Moist & Repair Shampoo & Conditioner Set (2x450ml),Hair Set,R950.58,—,$23.00,R332.70,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-tsubaki-premium-moist-repair-shampoo-conditioner-set-2x450ml,"The Skin Boutique Curates: Shiseido Tsubaki Premium Moist & Repair Shampoo & Conditioner Set (2x450ml) A shampoo and conditioner that moisturizes dry, fly-away hair right down to the ends Authenticall","Water, Glycerin (Check packaging for full details)"
978,Shiseido Tsubaki,Shiseido Tsubaki Premium Volume & Repair Shampoo & Conditioner Set (2x450ml),Hair Set,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-tsubaki-premium-volume-repair-shampoo-conditioner-set-2x450ml,The Skin Boutique Curates: Shiseido Tsubaki Premium Volume & Repair Shampoo & Conditioner Set (2x450ml) A repairing dual for damaged and frizzy hair Authentically sourced and independently curated by ,"Water, Glycerin (Check packaging for full details)"
979,Arencia,ARENCIA Mochi Cleanser (120g),Cleanser,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/arencia-mochi-cleanser-120g,The Skin Boutique Curates: ARENCIA Mochi Cleanser (120g) A mochi-like cleanser formulated with rice powder Authentically sourced and independently curated by The Skin Boutique — your trusted destinati,"Water, Glycerin (Check packaging for full details)"
980,Haruharu Wonder,Haruharu Wonder Black Rice Facial Oil (30ml),Facial Oil,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/haruharu-wonder-black-rice-facial-oil-30ml,"The Skin Boutique Curates: Haruharu Wonder Black Rice Facial Oil (30ml) A lightweight, perfectly blended oil that’s amazingly fast-absorbing Authentically sourced and independently curated by The Skin","Water, Glycerin (Check packaging for full details)"
981,Skin1004,SKIN1004 Madagascar Centella Air-Fit Suncream Plus SPF 50+ PA++++ (50ml),Sunscreen,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/skin1004-madagascar-centella-air-fit-suncream-plus-spf-50-pa-50ml,"The Skin Boutique Curates: SKIN1004 Madagascar Centella Air-Fit Suncream Plus SPF 50+ PA++++ (50ml) Soothe, nourish and protect the skin from UV rays. Authentically sourced and independently curated b","Water, Glycerin (Check packaging for full details)"
982,ISNTREE,Isntree Hyaluronic Acid Natural Sun Cream SPF50+ PA++++ (50ml),Sunscreen,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/isntree-hyaluronic-acid-natural-sun-cream-spf50-pa-50ml,"The Skin Boutique Curates: Isntree Hyaluronic Acid Natural Sun Cream SPF50+ PA++++ (50ml) A lightweight, all-mineral, vegan sunscreen Authentically sourced and independently curated by The Skin Boutiq","Water, Butyloctyl Salicylate, Propylheptyl Caprylate, Butylene Glycol, Isododecane, C15-19 Alkane, Disiloxane, Ethylhexyl Methoxycrylene, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Disteardim"
983,Medicube,Medicube Booster Pro Mini Velvet Pouch,Skin Care Tools,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medicube-booster-pro-mini-velvet-pouch,The Skin Boutique Curates: Medicube Booster Pro Mini Velvet Pouch Soft velvet pouch for Medicube Booster Pro Mini. Authentically sourced and independently curated by The Skin Boutique — your trusted d,"Water, Glycerin (Check packaging for full details)"
984,Dr. G,Dr.G Royal Black Snail Ampoule (30ml),Ampoule,R1901.16,—,$46.00,R665.41,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dr-g-royal-black-snail-ampoule-30ml,The Skin Boutique Curates: Dr.G Royal Black Snail Ampoule (30ml) Lifting and Firming Skin Solution for Sensitive Skin! Authentically sourced and independently curated by The Skin Boutique — your trust,"Water, Glycerin (Check packaging for full details)"
